id_producto,codigo_barras,nombre,descripcion,id_categoria,precio_venta_actual,stock_minimo_alerta,activo,creado_en,modificado_en,creado_por,modificado_por
152,7861000600021,Manzana Roja Importada de Chile 1kg,Manzana roja crujiente fresca,6,1.85,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
153,7861000600038,Frutillas Seleccionadas Domésticas 500g,Frutilla fresca empacada en bandeja,6,1.60,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
154,7861000600045,Piña Golden Dulce Mediana Unidad,Piña fresca pelada o entera,6,1.50,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
155,7861000600052,Papaya Hawayana Mediana Unidad,Papaya fresca entera,6,1.20,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
156,7861000600069,Melón Escrito Dulce Unidad,Melón jugoso fresco,6,1.60,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
157,7861000600076,Naranjas de Mesa Dulces x12,Naranjas ideales para jugo o comer,6,1.80,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
158,7861000600083,Limón Sutil Verde 1kg,Limón ácido para sazonar o bebidas,6,1.10,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
159,7861000600090,Uva Roja sin semilla Importada 500g,Uva globo roja dulce fresca,6,2.45,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
160,7861000600106,Mango Tomy Grande Unidad,Mango de mesa maduro dulce,6,0.75,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
161,7861000600113,Sandía de Manabí Entera Unidad,Sandía roja dulce grande,6,3.50,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
162,7861000600120,Maracuyá Premium 1kg,Fruta de la pasión para jugos,6,1.30,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
163,7861000600137,Aguacate Hass Ecuatoriano 1kg,Aguacate cremoso seleccionado,6,2.80,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
164,7861000600144,Guanábana Entera Dulce 1kg,Fruta fresca blanca muy dulce,6,2.10,8.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
165,7861000600151,Naranjilla de Pastaza 1kg,Naranjilla fresca para coladas o jugos,6,1.25,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
166,7861000600168,Kiwi Verde Importado 500g,Kiwi rico en vitamina C fresco,6,2.20,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
167,7861000600175,Tamarindo Seco con Cáscara 500g,Tamarindo natural para refrescos,6,1.40,12.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
168,7861000600182,Ciruela de Fraile Sierra 500g,Fruta de temporada andina,6,1.15,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
169,7861000600199,Durazno de Ambato 1kg,Duraznos de piel vellosa fragantes,6,2.30,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
170,7861000600205,Mora de Castilla Fresca 500g,Mora fresca seleccionada en tarrina,6,1.50,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
171,7861000600212,Manzana Verde Granny Smith 1kg,Manzana verde ácida para ensaladas,6,1.99,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
172,7861000600229,Babaco Grande de la Sierra Unidad,Fruto andino fragante para dulce,6,1.80,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
173,7861000600236,Taxo Dulce de la Sierra 1kg,Fruto andino para sorbetes o jugos,6,1.45,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
174,7861000600243,Pera de Agua Nacional 1kg,Pera verde suave y jugosa,6,1.70,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
175,7861000600250,Granadilla de la Sierra pack x6,Fruto dulce de cáscara dura,6,1.95,18.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
176,7861000700011,Tomate Riñón de Invernadero 1kg,Tomate rojo firme seleccionado,7,1.10,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
177,7861000700028,Cebolla Colorada (Paiteña) 1kg,Cebolla morada para ensaladas o aderezos,7,0.95,50.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
178,7861000700035,Cebolla Perla Importada 1kg,Cebolla blanca dulce de cocina,7,1.20,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
179,7861000700042,Pimiento Verde de Mesa 1kg,Pimiento verde fresco grande,7,0.85,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
180,7861000700059,Zanahoria Amarilla de la Sierra 1kg,Zanahoria fresca rica en caroteno,7,0.70,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
181,7861000700066,Papa Chola Andina Seleccionada 1kg,Papa arenosa ideal para locros o puré,7,0.80,60.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
182,7861000700073,Brócoli de la Sierra Unidad,Arbolitos de brócoli verde oscuro,7,0.90,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
183,7861000700080,Lechuga Crespa Hidropónica Unidad,Lechuga verde fresca lista para comer,7,0.85,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
184,7861000700097,Espinaca Fresca Atado Grande,Hojas de espinaca lavada tierna,7,0.75,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
185,7861000700103,Ajo Macho Entero Cabeza x3,Ajo concentrado para aderezos,7,1.15,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
186,7861000700110,Coliflor Blanca Grande Unidad,Cabeza de coliflor fresca,7,0.95,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
187,7861000700127,Zucchini Verde tierno 1kg,Calabacín tierno de mesa,7,1.10,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
188,7861000700134,Vainita Verde tierna 500g,Legumbre verde fresca en bandeja,7,0.90,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
189,7861000700141,Choclo Blanco Desgranado 500g,Maíz blanco andino desgranado,7,1.30,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
190,7861000700158,Mellocos Blancos Lavados 500g,Tubérculo andino lavado listo,7,1.10,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
191,7861000700165,Hierbas de Sopa (Cilantro/Perejil) Atado,Atado de hierbas aromáticas mixtas,7,0.35,50.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
192,7861000700172,Remolacha Dulce 1kg,Betabel fresco para ensalada o jugos,7,0.90,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
193,7861000700189,Rábano Rojo pack x6,Rábanos crujientes lavados,7,0.65,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
194,7861000700196,Cebolla de Verdeo (Blanca) Atado,Cebolla larga para refritos,7,0.50,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
195,7861000700202,Apio Fresco Atado Grande,Tallos crujientes de apio lavado,7,0.80,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
196,7861000700219,Pimiento Rojo de Mesa 1kg,Pimiento rojo maduro dulce,7,1.60,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
197,7861000700226,Yuca Amarilla de Oriente 1kg,Yuca suave de fácil cocción,7,0.85,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
198,7861000700233,Camote Dulce Morado 1kg,Tubérculo dulce morado fresco,7,0.99,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
199,7861000700240,Berenjena Morada de Invernadero 1kg,Berenjena fresca para guisar,7,1.40,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
200,7861000700257,Champiñón Blanco Entero Hortana 250g,Hongos comestibles frescos en bandeja,7,1.95,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
201,7861000111015,Arroz Súper Extra Real 5kg,Arroz de grano largo seleccionado,1,6.50,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
202,7861000111022,Azúcar Blanco Valdez 1kg,Azúcar refinada de caña,1,1.15,50.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
203,7861000111039,Aceite Vegetal La Favorita 900ml,Aceite comestible de palma y soya,1,2.10,45.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
204,7861000111046,Atún Real en Agua Lata 140g,Lomo de atún en agua bajo en sodio,1,1.45,60.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
205,7861000111053,Atún Real en Aceite de Girasol 140g,Lomo de atún en conserva de aceite,1,1.55,60.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
206,7861000111060,Sal Refinada Cris-Sal 1kg,Sal de mesa yodada y fluorada,1,0.45,50.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
207,7861000111077,Tallarín de Trigo Don Vittorio 400g,Fideo largo de sémola de trigo,1,0.95,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
208,7861000111084,Harina de Trigo Ya Premium 1kg,Harina refinada especial multiusos,1,1.25,35.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
209,7861000111091,Salsa de Tomate Maggi Doypack 400g,Salsa de tomate condimentada,1,1.60,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
210,7861000111107,Mayonesa Alacena Tradicional 380g,Salsa mayonesa cremosa receta casera,1,2.20,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
211,7861000111114,Café Instantáneo Nescafé Tradición 200g,Café soluble puro soluble,1,5.40,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
212,7861000111121,Avena Polaca Ya Instantánea 500g,Hojuelas finas de avena precocida,1,1.30,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
213,7861000111138,Lenteja Seca Importada El Sabor 500g,Lenteja seca seleccionada premium,1,1.10,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
214,7861000111145,Fréjol Rojo Seco El Sabor 500g,Grano de fréjol seco para menestras,1,1.40,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
215,7861000111152,Sardinas en Salsa de Tomate Real 425g,Sardinas enteras en lata grande,1,1.95,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
216,7861000111169,Aceite de Oliva Extra Virgen La Española 500ml,Aceite prensado en frío importado,1,6.90,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
217,7861000111176,Vinagre Blanco Selecto 1L,Vinagre de alcohol purificado,1,0.95,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
218,7861000111183,Chocolate en Polvo Toddy 400g,Polvo instantáneo azucarado sabor chocolate,1,2.80,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
219,7861000111190,Mostaza Americana French s 226g,Mostaza preparada tradicional,1,1.50,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
220,7861000111206,Caldo de Gallina Maggi caja x12 cubos,Concentrado deshidratado sabor a gallina,1,1.20,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
221,7861000111213,Pasta Corta Macarrones Don Vittorio 400g,Fideo codo de sémola dura,1,0.95,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
222,7861000111220,Pimienta Negra Molida El Rey 50g,Especias molidas de mesa,1,0.90,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
223,7861000111237,Ají para Seco en pasta 200g,Condimento andino tradicional listo,1,1.10,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
224,7861000111244,Polvo para Hornear Royal 100g,Levadura química en polvo,1,1.15,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
225,7861000111251,Maicena Americana Natural 400g,Fécula de maíz pura purificada,1,1.40,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
226,7861000800018,Detergente Deja Limón Líquido 3L,Jabón de lavar ropa líquido concentrado,8,7.90,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
227,7861000800025,Papel Higiénico Familia Acolchadito x12,Papel higiénico doble hoja extra suave,8,4.50,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
228,7861000800032,Lavaplatos Líquido Axion Limón 750ml,Arrancagrasa concentrado para vajillas,8,2.30,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
229,7861000800049,Cloro Tradicional Clorox 1L,Desinfectante blanqueador fuerte,8,1.10,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
230,7861000800056,Suavizante de Ropa Downy Brisa Fresca 1.5L,Acondicionador de telas concentrado,8,4.20,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
231,7861000800063,Desinfectante de Pisos Poett Lavanda 1.8L,Limpiador aromatizante líquido,8,2.10,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
232,7861000800070,Limpiavidrios Clin Pistola 500ml,Líquido para ventanas y cristales sin rayas,8,1.85,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
233,7861000800087,Esponja de Cocina Scotch-Brite pack x3,Fibras para fregar platos multiusos,8,1.40,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
234,7861000800094,Bolsas de Basura Fundasol Grande x10,Bolsas resistentes negras para residuos,8,1.80,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
235,7861000800100,Lustramuebles Aerosol Pledge 350ml,Limpiador abrillantador para madera,8,3.20,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
236,7861000800117,Desatorador de Cañerías Drano Líquido 1L,Fórmula potente para tuberías obstruidas,8,4.80,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
237,7861000800124,Insecticida Baygon Aerosol Casa y Jardín,Veneno para insectos voladores y rastreros,8,3.60,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
238,7861000800131,Pastilla Inodoro Pato Purific de Tanque x2,Bloque limpiador aromatizante azul,8,1.95,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
239,7861000800148,Guantes de Goma Multiusos Protex Unidad,Guantes amarillos protectores de limpieza,8,1.25,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
240,7861000800155,Detergente Polvo Deja Flores Silvestres 2kg,Detergente multiusos en polvo para ropa,8,4.30,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
241,7861000800162,Limpiador en Crema Cif Blanco 750ml,Crema microabrasiva desengrasante baños,8,2.60,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
242,7861000800179,Toallas de Papel Cocina Scott pack x2,Rollos de papel absorbente multiusos,8,1.65,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
243,7861000800186,Desodorante Ambiental Glade Aerosol Lavanda,Aromatizador de ambientes rápido,8,2.10,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
244,7861000800193,Lavaplatos Crema Perlita Limón 450g,Pasta tradicional para fregar ollas,8,1.15,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
245,7861000800209,Saca Grasa de Cocina Mr. Músculo Pulverizador,Limpiador desengrasante para encimeras,8,2.85,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
246,7861000900015,Colgate Total 12 Crema Dental 150g,Pasta de dientes con flúor protección total,9,2.45,35.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
247,7861000900022,Shampoo Head & Shoulders Limpieza Renovadora 375ml,Champú anticaspa de uso diario,9,4.50,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
248,7861000900039,Jabón en Barra Palmolive Neutro pack x3,Jabón corporal humectante de tocador,9,2.10,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
249,7861000900046,Desodorante Rexona Clinical Hombre Barra 48g,Antitranspirante máxima protección,9,5.20,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
250,7861000900053,Enjuague Bucal Colgate Plax Mentol 500ml,Antiséptico bucal sin alcohol refrescante,9,3.80,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
251,7861000900060,Crema Corporal Nivea Milk Nutritiva 400ml,Loción hidratante para piel extra seca,9,5.90,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
252,7861000900077,Acondicionador Pantene Restauración 400ml,Acondicionador para cabello dañado,9,4.80,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
253,7861000900084,Protectores Diarios Nosotras pack x40,Toallas higiénicas delgadas uso diario,9,2.40,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
254,7861000900091,Gel de Ducha Palmolive Aloe Vera 250ml,Gel corporal líquido humectante,9,2.65,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
255,7861000900107,Máquina de Afeitar Gillette Prestobarba3 x4,Afeitadoras desechables de 3 hojas,9,3.50,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
256,7861000900114,Toallas Higiénicas Nosotras Invisible x10,Toallas femeninas ultrafinas con alas,9,1.85,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
257,7861000900121,Jabón Líquido para Manos Protex Nutri Protect 220ml,Doypack repuesto jabón antibacterial,9,1.50,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
258,7861000900138,Crema de Peinar Sedal Co-Creations Rizos 300ml,Crema para peinar definidora de rizos,9,2.90,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
259,7861000900145,Hisopos de Algodón Johnson x100,Copitos con puntas de algodón puro,9,1.10,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
260,7861000900152,Talco para Pies Rexona Efficiency Eficaz 150g,Desodorante en polvo control de sudor,9,3.10,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
261,7861000900169,Listerine Cool Mint Antiséptico 500ml,Enjuague para control de placa bacteriana,9,4.20,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
262,7861000900176,Papel Tisú Elite caja x100 pañuelos,Pañuelos desechables faciales suaves,9,1.20,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
263,7861000900183,Bloqueador Solar Nivea Sun FPS 50 125ml,Protector solar hidratante contra rayos UV,9,12.50,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
264,7861000900190,Gel para Cabello Ego Force 200ml,Fijador extremo para peinados de hombre,9,2.10,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
265,7861000900206,Toallitas Desmaquillantes Neutrógena x25,Toallitas húmedas para retirar maquillaje,9,4.60,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
266,7861001000011,Alimento Perro Adulto Dog Chow 4kg,Croquetas balanceadas para perros medianos,10,14.50,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
267,7861001000028,Alimento Gato Gati Adulto Salmón 1.5kg,Croquetas para gatos adultos con omega 3,10,5.90,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
268,7861001000035,Lata Alimento Húmedo Perro Pedigree Res 290g,Pate de carne de res premium para perro,10,1.80,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
269,7861001000042,Sobre Alimento Húmedo Gato Whiskas Atún 85g,Trocitos de pescado en salsa jugosa,10,0.95,50.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
270,7861001000059,Arena Sanitaria Gato Canat 4kg,Arena aglomerante neutralizadora de olores,10,4.20,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
271,7861001000066,Shampoo Antipulgas Canino Puppy 400ml,Shampoo medicado para pulgas y garrapatas,10,5.50,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
272,7861001000073,Hueso de Carnaza Dental Perro x3,Huesos masticables removedores de sarro,10,2.80,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
273,7861001000080,Snacks para Gatos Temptations Pollo 85g,Bocaditos crujientes rellenos para gato,10,1.95,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
274,7861001000097,Alimento Perro Cachorro ProPlan 3kg,Nutrición avanzada para cachorros,10,24.90,8.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
275,7861001000103,Collar Antipulgas para Perros Seresto,Collar protector insecticida 8 meses,10,39.00,5.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
276,7861001000110,Cepillo y Cardina para Mascotas Doble Faz,Peinilla removedora de pelo muerto,10,4.50,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
277,7861001000127,Bebedero y Comedero Plástico Mascotas,Plato doble de plástico resistente,10,2.50,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
278,7861001000134,Juguete Pelota de Goma Perros,Pelota chillona para morder,10,1.80,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
279,7861001000141,Rascador Esquinero de Yute para Gatos,Rascador para garras con colgador,10,9.80,8.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
280,7861001000158,Alimento Aves Mezcla Alpiste 1kg,Mezcla de granos para periquitos,10,2.10,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
281,7861001500016,Pañales Huggies Active Sec Talla G x40,Pañales autoajustables protección total,15,12.80,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
282,7861001500023,Toallitas Húmedas Huggies Cuidado Puro x80,Toallitas hipoalergénicas sin alcohol,15,2.90,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
283,7861001500030,Fórmula Infantil Nan Optipro 1 Pro 800g,Fórmula de inicio para lactantes,15,22.50,12.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
284,7861001500047,Shampoo Johnson s Baby Neutro 400ml,Shampoo suave que no produce lágrimas,15,4.20,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
285,7861001500054,Crema Antipañalitis Desitin Original 113g,Crema protectora con óxido de zinc,15,7.80,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
286,7861001500061,Papilla de Manzana Gerber 113g,Colado de fruta natural para bebés,15,1.15,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
287,7861001500078,Biberón Avent Classic Anti-colic 260ml,Biberón ergonómico tetina flujo medio,15,8.90,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
288,7861001500085,Aceite Johnson s Baby Puro 200ml,Aceite mineral suavizante de piel,15,3.40,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
289,7861001500092,Fórmula de Crecimiento Progress Gold 3 900g,Leche en polvo etapa de desarrollo,15,24.50,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
290,7861001500108,Papilla Nestum Trigo Miel Cereal 350g,Cereal infantil instantáneo para preparar,15,3.10,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
291,7861001500115,Chupón de Silicona Ortodóntico Chicco x2,Chupón fisiológico para calmar,15,5.60,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
292,7861001500122,Jabón Líquido Baby Dove Humectación 200ml,Jabón líquido de baño neutro bebé,15,2.95,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
293,7861001500139,Talco Johnson s Baby Protección Pura 200g,Fórmula libre de asbesto extra suave,15,2.80,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
294,7861001500146,Aspirador Nasal de Goma Infantil,Perilla extractora de mucosidad infantil,15,1.95,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
295,7861001500153,Mordedor de Agua Fría Avent Unidad,Mordedor calmante de encías inflamadas,15,3.80,12.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
296,7861001200015,Pila Alcalina Duracell AA pack x4,Pilas de larga duración 1.5v,12,4.10,35.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
297,7861001200022,Cargador de Pared USB Tipo C Samsung 25W,Cargador rápido original de pared,12,18.50,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
298,7861001200039,Cable USB C a USB C Baseus 1m,Cable trenzado de datos y carga rápida,12,6.90,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
