id_detalle_compra,id_compra,id_producto,cantidad_recibida,costo_unitario_compra,creado_en,modificado_en,creado_por,modificado_por
2639,440,275,75.723,30.37,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2640,440,114,44.757,2.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2641,441,153,67.161,1.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2642,441,265,29.776,3.94,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2643,441,124,32.786,1.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2644,441,354,58.342,0.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2645,441,275,72.354,30.03,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2646,441,114,77.490,2.82,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2647,442,153,20.088,1.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2648,442,265,10.956,3.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2649,442,124,57.218,1.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2650,442,354,61.848,0.69,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2651,442,275,61.179,31.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2652,442,114,23.755,2.32,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2653,443,153,45.090,1.29,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2654,443,265,35.651,3.50,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2655,443,124,17.100,1.53,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2656,443,354,42.246,0.83,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2657,443,275,37.507,35.02,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2658,443,114,22.547,2.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2659,444,153,59.618,1.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2660,444,265,52.172,3.77,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2661,444,124,78.025,1.87,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2662,444,354,44.110,0.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2663,444,275,11.274,31.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2664,444,114,24.961,2.81,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2665,445,153,42.648,1.37,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2666,445,265,30.107,3.50,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2667,445,124,35.035,1.65,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2668,445,354,31.057,0.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2669,445,275,58.713,28.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2670,445,114,73.859,2.26,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2671,446,153,36.681,1.14,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2672,446,265,35.298,3.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2673,446,124,62.039,1.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2674,446,354,22.494,0.75,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2675,446,275,60.639,28.22,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2676,446,114,17.242,2.50,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2677,447,153,17.294,1.32,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2678,447,265,33.469,3.74,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2679,447,124,49.729,1.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2680,447,354,15.935,0.69,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2681,447,275,31.581,27.38,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2682,447,114,31.000,2.56,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2683,448,153,44.825,1.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2684,448,265,25.416,3.32,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2685,448,124,66.454,1.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2686,448,354,39.003,0.69,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2687,448,275,28.114,29.34,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2688,448,114,23.347,2.30,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2689,449,153,34.056,1.12,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2690,449,265,21.302,3.32,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2691,449,124,78.125,1.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2692,449,354,28.942,0.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2693,449,275,43.554,29.66,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2694,449,114,25.996,2.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2695,450,153,70.945,1.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2696,450,265,54.317,3.51,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2697,450,124,76.162,1.93,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2698,450,354,46.926,0.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2699,450,275,79.601,33.18,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2700,450,114,38.472,2.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2701,451,153,58.589,1.41,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2702,451,265,15.311,3.88,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2703,451,124,17.609,1.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2704,451,354,41.432,0.69,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2705,451,275,11.117,31.50,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2706,451,114,46.719,2.66,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2707,452,153,63.663,1.15,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2708,452,265,23.312,3.51,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2709,452,124,36.425,1.80,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2710,452,354,57.651,0.77,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2711,452,275,34.386,33.04,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2712,452,114,66.304,2.38,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2713,453,153,65.635,1.29,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2714,453,265,16.239,3.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2715,453,124,14.821,1.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2716,453,354,25.967,0.82,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2717,453,275,37.254,29.72,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2718,453,114,27.384,2.75,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2719,454,153,49.700,1.21,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2720,454,265,55.152,3.95,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2721,454,124,26.419,1.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2722,454,354,42.366,0.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2723,454,275,43.851,31.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2724,454,114,57.761,2.43,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2725,455,153,14.654,1.30,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2726,455,265,26.223,3.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2727,455,124,10.064,1.72,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2728,455,354,42.564,0.69,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2729,455,275,32.362,32.15,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2730,455,114,33.304,2.27,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2731,456,153,21.414,1.15,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2732,456,265,55.070,3.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2733,456,124,77.351,1.91,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2734,456,354,39.707,0.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2735,456,275,13.215,29.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2736,456,114,58.932,2.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2737,457,153,38.943,1.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2738,457,265,70.823,3.97,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2739,457,124,42.016,1.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2740,457,354,24.016,0.80,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2741,457,275,51.699,30.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2742,457,114,24.361,2.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2743,458,153,78.609,1.12,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2744,458,265,76.062,3.54,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2745,458,124,61.290,1.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2746,458,354,36.653,0.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2747,458,275,51.948,27.62,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2748,458,114,23.370,2.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2749,459,153,21.986,1.36,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2750,459,265,47.632,3.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2751,459,124,49.767,1.83,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2752,459,354,29.022,0.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2753,459,275,51.031,33.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2754,459,114,17.641,2.49,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2755,460,153,70.239,1.15,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2756,460,265,72.438,3.25,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2757,460,124,36.076,1.52,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2758,460,354,24.236,0.74,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2759,460,275,13.193,28.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2760,460,114,15.477,2.49,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2761,461,153,44.816,1.33,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2762,461,265,62.352,4.09,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2763,461,124,39.487,1.59,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2764,461,354,11.711,0.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2765,461,275,24.380,29.45,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2766,461,114,29.337,2.75,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2767,462,153,11.030,1.18,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2768,462,265,73.170,3.80,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2769,462,124,38.430,1.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2770,462,354,12.236,0.71,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2771,462,275,35.539,34.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2772,462,114,43.937,2.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2773,463,153,23.303,1.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2774,463,265,21.274,3.81,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2775,463,124,62.595,1.53,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2776,463,354,27.489,0.71,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2777,463,275,72.653,30.26,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2778,463,114,58.798,2.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2779,464,153,54.950,1.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2780,464,265,75.628,3.97,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2781,464,124,29.530,1.86,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2782,464,354,76.719,0.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2783,464,275,68.076,29.23,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2784,464,114,61.143,2.29,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2785,465,153,25.526,1.20,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2786,465,265,70.415,3.87,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2787,465,124,12.220,1.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2788,465,354,63.551,0.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2789,465,275,20.008,31.18,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2790,465,114,34.067,2.25,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2791,466,153,43.941,1.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2792,466,265,26.845,3.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2793,466,124,14.808,1.74,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2794,466,354,20.689,0.75,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2795,466,275,74.847,31.54,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2796,466,114,45.732,2.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2797,467,153,54.730,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2798,467,265,77.232,3.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2799,467,124,16.487,1.62,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2800,467,354,55.770,0.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2801,467,275,54.420,31.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2802,467,114,51.342,2.46,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2803,468,153,52.061,1.16,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2804,468,265,27.465,3.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2805,468,124,17.014,1.77,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2806,468,354,32.919,0.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2807,468,275,36.717,30.52,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2808,468,114,46.999,2.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2809,469,153,22.145,1.32,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2810,469,265,21.848,3.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2811,469,124,55.204,1.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2812,469,354,16.761,0.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2813,469,275,61.043,28.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2814,469,114,31.165,2.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2815,470,153,56.838,1.41,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2816,470,265,49.620,3.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2817,470,124,23.547,1.80,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2818,470,354,57.428,0.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2819,470,275,51.431,30.52,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2820,470,114,72.082,2.62,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2821,471,153,18.035,1.23,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2822,471,265,14.554,3.54,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2823,471,124,49.562,1.69,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2824,471,354,18.582,0.81,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2825,471,275,61.275,27.46,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2826,471,114,76.341,2.72,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2827,472,153,24.012,1.30,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2828,472,265,63.294,4.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2829,472,124,62.964,1.87,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2830,472,354,53.522,0.69,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2831,472,275,53.572,32.18,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2832,472,114,24.883,2.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2833,473,153,22.190,1.36,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2834,473,265,74.734,3.54,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2835,473,124,71.707,1.53,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2836,473,354,70.397,0.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2837,473,275,66.417,27.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2838,473,114,46.316,2.59,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2839,474,153,78.782,1.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2840,474,265,53.244,3.46,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2841,474,124,23.382,1.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2842,474,354,67.081,0.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2843,474,275,67.571,31.98,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2844,474,114,42.264,2.36,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2845,475,153,15.752,1.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2846,475,265,74.838,3.43,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2847,475,124,64.123,1.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2848,475,354,60.379,0.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2849,475,275,39.693,30.71,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2850,475,114,23.182,2.87,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2851,476,153,22.367,1.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2852,476,265,32.022,3.60,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2853,476,124,74.900,1.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2854,476,354,45.251,0.82,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2855,476,275,68.660,29.96,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2856,476,114,36.971,2.87,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2857,477,153,30.129,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2858,477,265,31.899,4.06,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2859,477,124,55.101,1.75,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2860,477,354,42.610,0.77,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2861,477,275,43.687,28.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2862,477,114,57.062,2.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2863,478,153,35.267,1.36,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2864,478,265,41.182,3.33,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2865,478,124,19.075,1.77,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2866,478,354,47.117,0.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2867,478,275,19.164,31.19,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2868,478,114,20.134,2.51,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2869,479,153,15.463,1.20,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2870,479,265,18.334,3.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2871,479,124,42.900,1.51,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2872,479,354,37.986,0.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2873,479,275,32.492,34.97,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2874,479,114,77.237,2.41,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2875,480,153,14.990,1.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2876,480,265,45.035,3.25,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2877,480,124,32.533,1.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2878,480,354,40.755,0.75,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2879,480,275,31.910,30.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2880,480,114,68.646,2.35,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2881,481,153,77.366,1.15,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2882,481,265,39.508,3.44,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
