id_tarjeta,id_cliente,codigo_tarjeta,puntos_acumulados,fecha_afiliacion,activo,creado_en,modificado_en,creado_por,modificado_por
196,251,DM360-00000251,3794,2026-01-20 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
197,253,DM360-00000253,1406,2021-08-02 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
198,254,DM360-00000254,418,2023-06-08 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
199,255,DM360-00000255,2386,2022-06-23 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
200,256,DM360-00000256,641,2025-02-24 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
201,257,DM360-00000257,852,2023-10-29 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
202,258,DM360-00000258,711,2025-12-12 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
203,259,DM360-00000259,1693,2026-06-10 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
204,263,DM360-00000263,1955,2026-07-01 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
205,264,DM360-00000264,1434,2024-03-26 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
206,265,DM360-00000265,4776,2025-01-17 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
207,266,DM360-00000266,3481,2024-05-30 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
208,267,DM360-00000267,4388,2024-06-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
209,268,DM360-00000268,3931,2022-03-20 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
210,269,DM360-00000269,3654,2023-04-25 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
211,270,DM360-00000270,2857,2026-03-15 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
212,273,DM360-00000273,2375,2025-02-02 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
213,275,DM360-00000275,4108,2023-12-29 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
214,277,DM360-00000277,623,2023-11-26 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
215,279,DM360-00000279,4202,2024-12-01 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
216,280,DM360-00000280,4171,2021-08-14 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
217,281,DM360-00000281,4173,2025-01-10 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
218,282,DM360-00000282,4959,2024-10-26 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
219,283,DM360-00000283,4059,2024-07-07 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
220,284,DM360-00000284,4836,2025-09-17 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
221,286,DM360-00000286,707,2026-02-20 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
222,287,DM360-00000287,1138,2026-01-19 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
223,289,DM360-00000289,4041,2022-08-25 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
224,290,DM360-00000290,910,2023-10-18 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
225,293,DM360-00000293,1620,2022-05-03 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
226,294,DM360-00000294,4404,2026-01-25 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
227,295,DM360-00000295,2185,2025-12-11 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
228,296,DM360-00000296,1647,2026-05-04 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
229,297,DM360-00000297,1480,2022-01-18 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
230,298,DM360-00000298,3045,2021-07-21 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
231,299,DM360-00000299,2315,2026-04-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
232,300,DM360-00000300,3643,2026-04-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
233,301,DM360-00000301,3156,2023-01-21 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
234,302,DM360-00000302,92,2025-09-05 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
235,303,DM360-00000303,3339,2021-08-10 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
236,304,DM360-00000304,1822,2022-01-03 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
237,305,DM360-00000305,1558,2025-11-20 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
238,306,DM360-00000306,4955,2023-03-25 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
239,307,DM360-00000307,2450,2024-12-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
240,308,DM360-00000308,384,2021-08-25 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
241,309,DM360-00000309,585,2025-10-23 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
242,310,DM360-00000310,2536,2026-01-05 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
243,311,DM360-00000311,3843,2024-12-28 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
244,312,DM360-00000312,3989,2024-07-19 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
245,315,DM360-00000315,679,2023-04-23 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
246,317,DM360-00000317,1640,2023-09-30 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
247,318,DM360-00000318,348,2022-11-15 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
248,319,DM360-00000319,871,2024-12-20 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
249,320,DM360-00000320,4656,2022-04-29 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
250,321,DM360-00000321,1326,2024-09-15 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
251,322,DM360-00000322,6,2024-01-13 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
252,323,DM360-00000323,268,2026-02-17 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
253,324,DM360-00000324,3651,2022-09-10 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
254,325,DM360-00000325,1083,2024-08-21 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
255,326,DM360-00000326,2631,2023-08-02 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
256,330,DM360-00000330,2536,2021-11-18 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
257,332,DM360-00000332,1547,2022-12-22 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
258,333,DM360-00000333,441,2021-10-21 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
259,334,DM360-00000334,1105,2021-10-12 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
260,335,DM360-00000335,282,2025-05-28 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
261,336,DM360-00000336,1815,2024-09-21 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
262,337,DM360-00000337,1454,2021-09-11 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
263,338,DM360-00000338,711,2023-06-29 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
264,339,DM360-00000339,3474,2024-10-06 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
265,341,DM360-00000341,2268,2023-09-03 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
266,342,DM360-00000342,716,2026-02-03 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
267,343,DM360-00000343,2596,2022-10-06 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
268,344,DM360-00000344,989,2025-03-18 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
269,345,DM360-00000345,1752,2024-07-30 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
270,347,DM360-00000347,96,2023-01-06 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
271,348,DM360-00000348,1531,2023-03-11 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
272,349,DM360-00000349,4853,2026-03-13 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
273,351,DM360-00000351,1027,2025-12-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
274,352,DM360-00000352,3582,2025-03-25 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
275,353,DM360-00000353,1348,2022-03-28 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
276,356,DM360-00000356,4391,2021-12-08 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
277,357,DM360-00000357,2434,2021-12-13 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
278,358,DM360-00000358,4238,2024-02-10 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
279,359,DM360-00000359,3266,2026-05-29 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
280,360,DM360-00000360,938,2025-02-11 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
281,362,DM360-00000362,1718,2024-11-17 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
282,364,DM360-00000364,1777,2022-05-25 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
283,365,DM360-00000365,4784,2022-10-28 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
284,366,DM360-00000366,252,2023-07-13 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
285,367,DM360-00000367,3295,2026-05-10 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
286,369,DM360-00000369,563,2025-04-26 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
287,370,DM360-00000370,1745,2025-10-04 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
288,371,DM360-00000371,862,2025-08-06 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
289,372,DM360-00000372,2483,2023-10-20 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
290,373,DM360-00000373,3256,2023-10-06 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
291,374,DM360-00000374,1805,2025-05-12 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
292,375,DM360-00000375,2159,2022-04-17 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
293,376,DM360-00000376,3904,2023-07-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
294,378,DM360-00000378,3205,2023-04-23 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
295,379,DM360-00000379,4336,2023-09-21 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
296,382,DM360-00000382,4336,2024-01-31 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
297,384,DM360-00000384,2538,2022-08-17 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
298,385,DM360-00000385,3839,2022-12-13 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
299,386,DM360-00000386,1588,2026-05-17 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
300,387,DM360-00000387,518,2026-06-02 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
301,389,DM360-00000389,1938,2024-10-05 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
302,390,DM360-00000390,1616,2025-06-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
303,391,DM360-00000391,3181,2026-01-13 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
304,392,DM360-00000392,3354,2026-05-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
305,393,DM360-00000393,1014,2022-09-24 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
306,394,DM360-00000394,3485,2023-12-07 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
307,395,DM360-00000395,2371,2025-11-26 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
308,397,DM360-00000397,1507,2023-09-08 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
309,399,DM360-00000399,265,2025-05-15 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
310,400,DM360-00000400,1923,2026-03-25 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
311,401,DM360-00000401,1864,2021-09-16 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
312,404,DM360-00000404,249,2024-02-02 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
313,407,DM360-00000407,1528,2023-04-15 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
314,409,DM360-00000409,1886,2025-11-04 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
315,410,DM360-00000410,845,2024-06-06 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
316,411,DM360-00000411,1678,2023-06-26 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
317,412,DM360-00000412,4971,2022-10-30 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
318,413,DM360-00000413,3081,2023-07-12 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
319,414,DM360-00000414,1913,2025-08-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
320,415,DM360-00000415,631,2023-06-24 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
321,418,DM360-00000418,3060,2026-01-18 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
322,419,DM360-00000419,1754,2022-06-06 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
323,420,DM360-00000420,1162,2024-05-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
324,421,DM360-00000421,4473,2022-12-03 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
325,422,DM360-00000422,2039,2022-03-19 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
326,423,DM360-00000423,2315,2026-06-30 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
327,424,DM360-00000424,589,2022-11-12 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
328,425,DM360-00000425,4850,2026-03-15 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
329,427,DM360-00000427,2222,2024-08-16 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
330,428,DM360-00000428,422,2022-03-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
331,429,DM360-00000429,3050,2022-11-13 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
332,430,DM360-00000430,2703,2023-07-26 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
333,432,DM360-00000432,2374,2025-08-03 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
334,436,DM360-00000436,1483,2021-10-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
335,437,DM360-00000437,1429,2023-12-13 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
336,438,DM360-00000438,2070,2024-01-03 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
337,439,DM360-00000439,4612,2024-09-30 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
338,440,DM360-00000440,507,2025-06-27 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
339,443,DM360-00000443,4887,2022-11-12 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
340,444,DM360-00000444,1443,2024-08-03 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
341,446,DM360-00000446,3869,2025-01-26 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
342,447,DM360-00000447,1632,2023-02-18 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
343,448,DM360-00000448,3490,2022-11-30 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
344,449,DM360-00000449,1974,2023-01-05 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
345,450,DM360-00000450,2453,2025-11-02 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
346,451,DM360-00000451,2578,2023-08-30 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
347,452,DM360-00000452,2404,2021-07-25 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
348,453,DM360-00000453,229,2022-09-13 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
349,454,DM360-00000454,4943,2024-09-20 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
350,456,DM360-00000456,3210,2022-03-25 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
351,457,DM360-00000457,1075,2025-08-10 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
352,458,DM360-00000458,3596,2022-06-22 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
353,459,DM360-00000459,1453,2025-06-17 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
354,460,DM360-00000460,4900,2024-11-08 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
355,461,DM360-00000461,308,2025-05-22 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
356,464,DM360-00000464,1308,2024-07-03 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
357,465,DM360-00000465,493,2022-12-28 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
358,468,DM360-00000468,4609,2022-01-01 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
359,470,DM360-00000470,937,2025-08-25 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
360,471,DM360-00000471,3180,2022-05-11 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
361,472,DM360-00000472,248,2023-09-05 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
362,473,DM360-00000473,4984,2026-03-03 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
363,477,DM360-00000477,823,2024-01-11 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
364,478,DM360-00000478,987,2022-09-03 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
365,479,DM360-00000479,3081,2022-02-18 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
366,480,DM360-00000480,448,2023-08-10 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
367,481,DM360-00000481,221,2022-08-02 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
368,482,DM360-00000482,4047,2023-12-21 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
369,483,DM360-00000483,2248,2021-12-11 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
370,484,DM360-00000484,4449,2025-07-14 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
371,485,DM360-00000485,1026,2022-02-19 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
372,486,DM360-00000486,1299,2022-11-10 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
373,487,DM360-00000487,4314,2022-09-10 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
374,488,DM360-00000488,29,2022-07-29 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
375,489,DM360-00000489,4306,2025-06-17 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
376,490,DM360-00000490,1157,2023-12-01 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
377,491,DM360-00000491,4177,2022-05-19 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
378,493,DM360-00000493,4493,2021-08-11 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
379,494,DM360-00000494,4151,2024-04-09 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
380,496,DM360-00000496,1464,2022-09-06 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
381,497,DM360-00000497,1360,2023-11-04 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
382,498,DM360-00000498,29,2024-11-20 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
383,499,DM360-00000499,2522,2024-11-06 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
384,500,DM360-00000500,3881,2023-04-29 00:00:00-05,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
