id_detalle_factura,id_factura,id_producto,cantidad,precio_unitario_historico,descuento_aplicado,impuesto_aplicado,creado_en,modificado_en,creado_por,modificado_por
21232,4247,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21233,4247,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21234,4247,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21235,4247,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21236,4248,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21237,4248,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21238,4248,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21239,4248,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21240,4248,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21241,4249,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21242,4249,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21243,4249,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21244,4249,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21245,4249,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21246,4250,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21247,4250,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21248,4250,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21249,4250,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21250,4250,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21251,4251,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21252,4251,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21253,4251,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21254,4251,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21255,4251,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21256,4252,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21257,4252,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21258,4252,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21259,4252,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21260,4252,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21261,4253,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21262,4253,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21263,4253,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21264,4253,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21265,4253,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21266,4254,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21267,4254,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21268,4254,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21269,4254,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21270,4254,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21271,4255,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21272,4255,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21273,4255,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21274,4255,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21275,4255,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21276,4256,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21277,4256,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21278,4256,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21279,4256,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21280,4256,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21281,4257,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21282,4257,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21283,4257,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21284,4257,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21285,4257,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21286,4258,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21287,4258,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21288,4258,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21289,4258,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21290,4258,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21291,4259,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21292,4259,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21293,4259,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21294,4259,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21295,4259,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21296,4260,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21297,4260,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21298,4260,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21299,4260,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21300,4260,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21301,4261,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21302,4261,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21303,4261,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21304,4261,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21305,4261,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21306,4262,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21307,4262,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21308,4262,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21309,4262,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21310,4262,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21311,4263,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21312,4263,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21313,4263,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21314,4263,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21315,4263,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21316,4264,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21317,4264,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21318,4264,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21319,4264,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21320,4264,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21321,4265,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21322,4265,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21323,4265,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21324,4265,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21325,4265,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21326,4266,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21327,4266,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21328,4266,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21329,4266,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21330,4266,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21331,4267,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21332,4267,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21333,4267,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21334,4267,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21335,4267,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21336,4268,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21337,4268,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21338,4268,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21339,4268,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21340,4268,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21341,4269,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21342,4269,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21343,4269,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21344,4269,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21345,4269,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21346,4270,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21347,4270,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21348,4270,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21349,4270,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21350,4270,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21351,4271,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21352,4271,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21353,4271,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21354,4271,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21355,4271,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21356,4272,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21357,4272,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21358,4272,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21359,4272,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21360,4272,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21361,4273,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21362,4273,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21363,4273,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21364,4273,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21365,4273,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21366,4274,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21367,4274,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21368,4274,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21369,4274,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21370,4274,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21371,4275,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21372,4275,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21373,4275,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21374,4275,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21375,4275,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21376,4276,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21377,4276,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21378,4276,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21379,4276,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21380,4276,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21381,4277,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21382,4277,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21383,4277,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21384,4277,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21385,4277,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21386,4278,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21387,4278,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21388,4278,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21389,4278,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21390,4278,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21391,4279,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21392,4279,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21393,4279,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21394,4279,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21395,4279,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21396,4280,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21397,4280,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21398,4280,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21399,4280,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21400,4280,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21401,4281,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21402,4281,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21403,4281,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21404,4281,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21405,4281,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21406,4282,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21407,4282,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21408,4282,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21409,4282,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21410,4282,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21411,4283,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21412,4283,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21413,4283,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21414,4283,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21415,4283,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21416,4284,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21417,4284,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21418,4284,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21419,4284,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21420,4284,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21421,4285,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21422,4285,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21423,4285,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21424,4285,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21425,4285,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21426,4286,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21427,4286,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21428,4286,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21429,4286,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21430,4286,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21431,4287,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21432,4287,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21433,4287,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21434,4287,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21435,4287,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21436,4288,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21437,4288,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21438,4288,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21439,4288,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21440,4288,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21441,4289,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
