id_inventario,id_sucursal,id_producto,stock_actual,creado_en,modificado_en,creado_por,modificado_por
1073,3,333,57.736,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1074,3,334,44.236,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1075,3,335,27.919,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1076,3,336,56.787,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1077,3,337,14.354,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1078,3,338,66.380,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1079,3,339,19.635,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1080,3,340,76.715,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1081,3,341,54.587,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1082,3,342,60.065,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1083,3,343,48.857,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1084,3,344,28.168,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1085,3,345,32.942,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1086,3,346,47.780,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1087,3,347,38.769,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1088,3,348,65.846,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1089,3,349,76.283,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1090,3,350,59.018,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1091,3,351,79.095,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1092,3,352,77.220,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1093,3,353,46.065,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1094,3,354,47.389,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1095,3,355,25.756,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1096,3,356,48.155,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1097,3,357,34.344,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1098,3,358,16.788,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1099,3,359,41.514,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1100,3,360,42.862,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1101,3,361,15.449,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1102,3,362,54.443,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1103,3,363,42.068,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1104,3,364,76.975,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1105,3,365,19.486,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1106,3,366,75.734,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1107,3,367,51.111,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1108,3,368,22.587,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1109,3,369,34.322,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1110,3,370,35.305,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1111,4,1,202.483,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1112,4,2,401.078,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1113,4,3,329.054,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1114,4,4,339.711,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1115,4,5,459.804,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1116,4,6,314.364,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1117,4,7,525.726,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1118,4,8,387.721,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1119,4,9,236.251,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1120,4,10,461.350,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1121,4,11,414.491,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1122,4,12,178.044,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1123,4,13,316.096,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1124,4,14,393.153,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1125,4,15,333.964,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1126,4,16,278.382,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1127,4,17,465.530,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1128,4,18,495.414,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1129,4,19,517.199,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1130,4,20,546.598,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1131,4,21,342.018,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1132,4,22,485.306,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1133,4,23,323.718,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1134,4,24,325.789,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1135,4,25,495.230,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1136,4,26,346.622,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1137,4,27,203.913,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1138,4,28,210.608,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1139,4,29,467.047,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1140,4,30,150.031,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1141,4,31,540.462,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1142,4,32,462.750,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1143,4,33,363.349,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1144,4,34,435.508,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1145,4,35,432.336,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1146,4,36,311.115,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1147,4,37,194.815,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1148,4,38,482.606,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1149,4,39,467.389,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1150,4,40,447.794,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1151,4,41,314.482,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1152,4,42,383.550,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1153,4,43,161.435,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1154,4,44,378.113,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1155,4,45,492.219,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1156,4,46,346.444,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1157,4,47,218.622,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1158,4,48,388.320,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1159,4,49,200.585,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1160,4,50,453.385,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1161,4,51,304.216,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1162,4,52,316.845,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1163,4,53,544.171,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1164,4,54,315.903,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1165,4,55,470.445,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1166,4,56,181.348,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1167,4,57,516.233,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1168,4,58,328.617,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1169,4,59,444.211,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1170,4,60,284.492,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1171,4,61,367.356,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1172,4,62,474.874,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1173,4,63,400.396,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1174,4,64,291.055,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1175,4,65,318.307,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1176,4,66,436.202,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1177,4,67,171.135,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1178,4,68,497.115,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1179,4,69,207.835,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1180,4,70,379.272,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1181,4,71,284.504,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1182,4,72,182.417,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1183,4,73,180.728,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1184,4,74,458.760,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1185,4,75,158.677,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1186,4,76,34.910,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1187,4,77,67.856,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1188,4,78,65.936,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1189,4,79,45.058,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1190,4,80,64.087,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1191,4,81,11.900,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1192,4,82,40.326,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1193,4,83,22.703,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1194,4,84,25.359,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1195,4,85,26.264,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1196,4,86,60.977,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1197,4,87,47.000,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1198,4,88,13.364,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1199,4,89,12.604,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1200,4,90,68.635,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1201,4,91,24.458,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1202,4,92,44.953,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1203,4,93,42.318,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1204,4,94,70.591,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1205,4,95,18.936,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1206,4,96,57.483,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1207,4,97,14.410,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1208,4,98,25.149,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1209,4,99,77.118,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1210,4,100,73.403,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1211,4,101,16.123,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1212,4,102,29.131,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1213,4,103,74.788,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1214,4,104,15.642,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1215,4,105,21.210,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1216,4,106,57.622,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1217,4,107,61.087,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1218,4,108,15.524,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1219,4,109,33.399,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1220,4,110,15.692,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1221,4,111,16.398,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1222,4,112,33.957,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1223,4,113,11.130,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1224,4,114,77.882,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1225,4,115,51.547,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1226,4,116,23.966,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1227,4,117,42.302,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1228,4,118,47.065,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1229,4,119,18.297,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1230,4,120,44.603,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1231,4,121,17.907,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1232,4,122,33.320,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1233,4,123,68.219,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1234,4,124,24.486,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1235,4,125,36.054,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1236,4,126,12.009,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1237,4,127,47.931,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1238,4,128,45.600,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1239,4,129,39.144,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1240,4,130,41.219,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1241,4,131,26.599,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1242,4,132,18.790,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1243,4,133,60.003,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1244,4,134,73.694,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1245,4,135,63.774,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1246,4,136,60.615,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1247,4,137,43.481,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1248,4,138,79.421,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1249,4,139,76.783,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1250,4,140,79.881,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1251,4,141,55.551,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1252,4,142,54.818,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1253,4,143,16.625,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1254,4,144,47.228,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1255,4,145,19.970,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1256,4,146,54.797,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1257,4,147,54.814,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1258,4,148,20.242,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1259,4,149,25.267,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1260,4,150,49.204,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1261,4,151,418.478,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1262,4,152,348.118,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1263,4,153,516.094,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1264,4,154,207.052,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1265,4,155,512.298,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1266,4,156,184.737,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1267,4,157,497.329,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1268,4,158,227.031,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1269,4,159,332.446,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1270,4,160,462.360,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1271,4,161,214.293,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1272,4,162,241.069,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1273,4,163,229.098,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1274,4,164,512.735,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1275,4,165,306.944,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1276,4,166,512.074,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1277,4,167,324.417,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1278,4,168,356.780,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1279,4,169,160.233,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1280,4,170,198.391,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1281,4,171,491.417,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1282,4,172,478.954,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1283,4,173,227.746,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1284,4,174,352.123,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1285,4,175,499.600,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1286,4,176,211.820,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1287,4,177,473.239,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1288,4,178,543.055,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1289,4,179,407.767,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1290,4,180,303.738,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1291,4,181,305.953,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1292,4,182,530.591,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1293,4,183,196.316,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1294,4,184,456.778,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1295,4,185,404.711,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1296,4,186,485.097,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1297,4,187,387.241,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1298,4,188,211.359,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1299,4,189,433.140,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1300,4,190,196.537,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1301,4,191,526.386,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1302,4,192,195.231,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1303,4,193,281.747,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1304,4,194,485.100,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1305,4,195,539.799,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1306,4,196,290.139,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1307,4,197,525.365,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1308,4,198,274.168,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1309,4,199,242.309,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1310,4,200,265.860,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1311,4,201,196.711,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1312,4,202,414.099,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1313,4,203,549.420,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1314,4,204,226.529,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1315,4,205,266.235,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1316,4,206,324.760,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1317,4,207,363.426,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1318,4,208,509.153,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1319,4,209,238.313,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1320,4,210,336.253,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1321,4,211,317.669,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1322,4,212,211.865,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1323,4,213,215.792,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1324,4,214,371.139,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1325,4,215,492.991,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1326,4,216,283.077,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1327,4,217,300.879,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1328,4,218,209.625,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1329,4,219,416.532,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1330,4,220,212.442,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1331,4,221,471.435,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1332,4,222,287.164,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1333,4,223,254.462,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1334,4,224,440.465,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1335,4,225,463.062,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1336,4,226,239.022,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1337,4,227,92.605,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1338,4,228,71.229,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1339,4,229,231.747,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1340,4,230,193.868,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1341,4,231,175.784,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1342,4,232,84.364,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1343,4,233,133.405,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1344,4,234,144.894,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1345,4,235,198.423,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1346,4,236,110.238,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1347,4,237,163.467,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1348,4,238,97.543,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1349,4,239,213.881,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1350,4,240,66.836,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
1351,4,241,81.540,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
