id_auditoria_sistema,id_usuario_sistema,accion_realizada,tabla_afectada,registro_id,valores_anteriores,valores_nuevos,fecha_hora
184,60,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
185,60,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
186,60,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
187,60,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
188,60,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
189,60,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
190,61,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
191,61,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
192,61,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
193,61,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
194,61,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
195,61,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
196,61,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
197,62,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
198,62,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
199,62,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
200,62,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
201,62,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
202,62,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
203,62,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
204,63,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
205,63,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
206,63,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
207,63,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
208,63,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
209,63,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
210,63,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
211,64,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
212,64,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
213,64,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
214,64,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
215,64,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
216,64,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
217,64,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
218,65,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
219,65,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
220,65,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
221,65,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
222,65,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
223,65,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
224,65,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
225,66,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
226,66,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
227,66,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
228,66,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
229,66,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
230,66,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
231,66,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
232,67,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
233,67,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
234,67,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
235,67,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
236,67,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
237,67,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
238,67,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
239,68,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
240,68,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
241,68,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
242,68,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
243,68,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
244,68,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
245,68,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
246,69,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
247,69,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
248,69,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
249,69,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
250,69,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
251,69,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
252,69,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
253,70,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
254,70,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
255,70,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
256,70,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
257,70,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
258,70,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
259,70,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
260,71,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
261,71,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
262,71,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
263,71,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
264,71,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
265,71,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
266,71,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
267,72,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
268,72,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
269,72,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
270,72,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
271,72,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
272,72,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
273,72,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
274,73,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
275,73,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
276,73,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
277,73,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
278,73,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
279,73,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
280,73,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
281,74,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
282,74,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
283,74,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
284,74,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
285,74,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
286,74,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
287,74,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
288,75,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
289,75,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
290,75,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
291,75,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
292,75,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
293,75,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
294,75,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
295,76,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
296,76,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
297,76,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
298,76,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
299,76,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
300,76,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
301,76,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
302,77,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
303,77,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
304,77,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
305,77,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
306,77,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
307,77,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
308,77,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
309,78,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
310,78,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
311,78,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
312,78,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
313,78,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
314,78,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
315,78,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
316,79,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
317,79,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
318,79,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
319,79,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
320,79,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
321,79,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
322,79,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
323,80,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
324,80,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
325,80,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
326,80,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
327,80,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
328,80,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
329,80,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
330,81,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
331,81,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
332,81,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
333,81,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
334,81,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
335,81,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
336,81,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
337,82,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
338,82,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
339,82,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
340,82,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
341,82,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
342,82,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
343,82,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
344,83,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
345,83,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
346,83,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
347,83,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
348,83,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
349,83,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
350,83,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
351,84,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
352,84,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
353,84,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
354,84,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
355,84,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
356,84,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
357,84,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
358,85,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
359,85,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
360,85,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
361,85,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
362,85,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
363,85,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
364,85,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
365,86,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
366,86,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
367,86,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
