id_compra,id_proveedor,id_sucursal,numero_factura_proveedor,fecha_compra,subtotal,impuesto,total_pagado,creado_en,modificado_en,creado_por,modificado_por
614,45,3,FAC-PROV-2026-00000614,2025-05-15 10:58:57.668872-05,2558.08,383.71,2941.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
24,45,3,FAC-PROV-2026-00000024,2025-09-25 08:11:21.922586-05,891.60,133.74,1025.35,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1607,45,3,FAC-PROV-2026-00001607,2024-09-01 06:31:37.512315-05,1026.18,153.93,1180.11,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
966,45,3,FAC-PROV-2026-00000966,2024-07-15 20:33:57.517493-05,831.15,124.67,955.82,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
94,45,3,FAC-PROV-2026-00000094,2024-08-12 22:01:22.083824-05,2831.42,424.71,3256.14,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1055,45,3,FAC-PROV-2026-00001055,2026-06-20 10:24:37.111935-05,1725.43,258.81,1984.25,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1188,45,3,FAC-PROV-2026-00001188,2026-06-19 00:26:04.194723-05,2020.45,303.07,2323.52,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
49,45,3,FAC-PROV-2026-00000049,2024-04-16 03:13:15.046159-05,1429.86,214.48,1644.34,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1955,45,3,FAC-PROV-2026-00001955,2025-05-26 20:11:25.149413-05,682.57,102.38,784.95,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1502,45,3,FAC-PROV-2026-00001502,2026-05-27 18:20:37.91073-05,1839.14,275.87,2115.01,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1752,45,3,FAC-PROV-2026-00001752,2024-04-21 21:24:11.181804-05,2897.72,434.66,3332.38,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
846,45,3,FAC-PROV-2026-00000846,2025-06-22 20:04:39.898977-05,1990.46,298.57,2289.03,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1969,45,3,FAC-PROV-2026-00001969,2025-10-12 05:11:51.445697-05,1396.23,209.43,1605.66,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1642,45,3,FAC-PROV-2026-00001642,2026-04-30 00:42:53.085666-05,2608.99,391.35,3000.34,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1580,45,3,FAC-PROV-2026-00001580,2025-12-11 08:11:44.664636-05,1840.76,276.11,2116.87,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
477,45,3,FAC-PROV-2026-00000477,2025-09-28 05:31:04.301812-05,1723.59,258.54,1982.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
781,45,3,FAC-PROV-2026-00000781,2025-08-26 18:42:44.765172-05,1710.90,256.64,1967.54,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1554,45,3,FAC-PROV-2026-00001554,2024-11-17 21:19:13.98443-05,2798.44,419.77,3218.21,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1362,45,3,FAC-PROV-2026-00001362,2025-02-11 06:24:12.9811-05,1670.78,250.62,1921.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
858,45,3,FAC-PROV-2026-00000858,2024-06-24 17:15:03.755276-05,2647.27,397.09,3044.36,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1799,45,3,FAC-PROV-2026-00001799,2025-04-24 18:57:36.120596-05,1272.16,190.82,1462.98,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
406,45,3,FAC-PROV-2026-00000406,2026-02-27 15:27:32.039548-05,1061.06,159.16,1220.22,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1509,45,3,FAC-PROV-2026-00001509,2024-08-23 11:59:46.983214-05,1347.51,202.13,1549.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1683,45,3,FAC-PROV-2026-00001683,2026-01-20 23:12:32.974158-05,2479.28,371.89,2851.17,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1686,45,3,FAC-PROV-2026-00001686,2026-06-02 02:13:21.33565-05,1702.89,255.43,1958.33,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
849,45,3,FAC-PROV-2026-00000849,2024-01-09 08:27:23.815918-05,2534.26,380.14,2914.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1573,45,3,FAC-PROV-2026-00001573,2026-04-14 12:59:25.119504-05,2049.87,307.48,2357.35,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1905,45,3,FAC-PROV-2026-00001905,2025-01-02 18:28:42.139012-05,1786.29,267.94,2054.24,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1698,45,3,FAC-PROV-2026-00001698,2025-01-04 22:35:36.750984-05,1209.53,181.43,1390.96,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1348,45,3,FAC-PROV-2026-00001348,2024-05-16 02:25:18.380063-05,1488.07,223.21,1711.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
919,45,3,FAC-PROV-2026-00000919,2025-01-25 16:11:15.238957-05,2758.25,413.74,3171.99,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1894,45,3,FAC-PROV-2026-00001894,2026-01-05 23:54:50.419826-05,2827.98,424.20,3252.18,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1096,45,3,FAC-PROV-2026-00001096,2024-02-23 15:48:35.465986-05,3108.79,466.32,3575.11,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
932,45,3,FAC-PROV-2026-00000932,2025-01-27 10:21:42.949769-05,1445.56,216.83,1662.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1273,45,3,FAC-PROV-2026-00001273,2024-12-17 17:31:00.163222-05,2490.59,373.59,2864.18,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1673,45,3,FAC-PROV-2026-00001673,2025-05-13 02:39:29.44085-05,2410.37,361.55,2771.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
961,45,3,FAC-PROV-2026-00000961,2025-07-16 14:50:49.52196-05,1875.94,281.39,2157.33,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1433,45,3,FAC-PROV-2026-00001433,2026-04-26 12:23:57.863577-05,1981.26,297.19,2278.45,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1781,45,3,FAC-PROV-2026-00001781,2024-06-13 23:48:37.683867-05,779.66,116.95,896.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
733,45,3,FAC-PROV-2026-00000733,2024-09-09 17:27:25.53172-05,2526.75,379.01,2905.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
269,45,3,FAC-PROV-2026-00000269,2024-10-20 06:26:46.705295-05,2555.18,383.28,2938.45,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1728,45,3,FAC-PROV-2026-00001728,2026-01-23 02:55:25.339463-05,1877.15,281.57,2158.72,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1594,45,3,FAC-PROV-2026-00001594,2025-05-17 06:05:33.735514-05,2348.45,352.27,2700.72,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
261,45,3,FAC-PROV-2026-00000261,2025-06-10 17:43:15.309568-05,2531.67,379.75,2911.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
125,45,3,FAC-PROV-2026-00000125,2024-11-19 17:03:41.26194-05,2352.25,352.84,2705.09,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1426,45,3,FAC-PROV-2026-00001426,2025-10-12 05:24:38.832275-05,1408.55,211.28,1619.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
700,45,3,FAC-PROV-2026-00000700,2024-08-23 12:33:06.657508-05,1181.37,177.21,1358.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1308,45,3,FAC-PROV-2026-00001308,2025-12-11 06:45:53.625847-05,858.22,128.73,986.96,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
43,45,3,FAC-PROV-2026-00000043,2025-01-05 03:30:50.760926-05,1152.36,172.85,1325.21,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
587,45,3,FAC-PROV-2026-00000587,2026-02-17 23:22:08.122266-05,668.36,100.25,768.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1908,45,3,FAC-PROV-2026-00001908,2024-11-02 12:36:25.717792-05,2967.52,445.13,3412.65,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1649,45,3,FAC-PROV-2026-00001649,2024-10-14 01:26:14.677672-05,1888.14,283.22,2171.36,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1444,45,3,FAC-PROV-2026-00001444,2026-01-04 18:36:07.087508-05,1133.84,170.08,1303.91,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1090,45,3,FAC-PROV-2026-00001090,2025-07-04 05:17:14.199252-05,701.82,105.27,807.09,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1687,45,3,FAC-PROV-2026-00001687,2024-03-17 18:06:27.814522-05,1436.99,215.55,1652.54,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
349,45,3,FAC-PROV-2026-00000349,2025-02-17 23:32:47.605978-05,1995.10,299.27,2294.37,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
187,45,3,FAC-PROV-2026-00000187,2025-03-01 19:53:47.149675-05,1015.55,152.33,1167.88,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
766,45,3,FAC-PROV-2026-00000766,2026-02-15 08:48:20.362325-05,2266.39,339.96,2606.35,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1533,45,3,FAC-PROV-2026-00001533,2026-05-06 20:13:35.076128-05,2064.89,309.73,2374.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1978,45,3,FAC-PROV-2026-00001978,2024-11-25 10:39:22.596333-05,1227.69,184.15,1411.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1789,45,3,FAC-PROV-2026-00001789,2024-06-15 13:55:35.059096-05,1943.58,291.54,2235.11,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1416,45,3,FAC-PROV-2026-00001416,2026-02-14 02:22:26.440665-05,2315.15,347.27,2662.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
242,45,3,FAC-PROV-2026-00000242,2024-10-31 19:58:57.843179-05,966.90,145.04,1111.94,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1024,45,3,FAC-PROV-2026-00001024,2025-09-27 08:46:07.299041-05,1684.11,252.62,1936.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1576,45,3,FAC-PROV-2026-00001576,2024-02-20 03:34:52.455275-05,2443.63,366.54,2810.18,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
677,45,3,FAC-PROV-2026-00000677,2025-04-05 09:22:49.558957-05,1504.07,225.61,1729.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1954,45,3,FAC-PROV-2026-00001954,2026-05-01 23:04:41.695245-05,1057.43,158.61,1216.05,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1232,45,3,FAC-PROV-2026-00001232,2024-08-28 02:13:18.949488-05,1126.87,169.03,1295.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1543,45,3,FAC-PROV-2026-00001543,2026-03-26 04:15:54.157755-05,3155.51,473.33,3628.83,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1028,45,3,FAC-PROV-2026-00001028,2024-06-24 18:10:59.0985-05,1797.54,269.63,2067.17,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
29,45,3,FAC-PROV-2026-00000029,2025-12-28 14:07:10.50742-05,1387.20,208.08,1595.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
4,45,3,FAC-PROV-2026-00000004,2024-05-12 23:27:33.246344-05,1459.95,218.99,1678.94,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
96,45,3,FAC-PROV-2026-00000096,2024-08-09 15:38:44.027719-05,1313.83,197.07,1510.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
844,45,3,FAC-PROV-2026-00000844,2024-08-16 03:04:02.033377-05,2082.30,312.35,2394.65,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
980,45,3,FAC-PROV-2026-00000980,2024-08-01 09:59:31.361336-05,833.46,125.02,958.48,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1890,45,3,FAC-PROV-2026-00001890,2024-09-12 06:16:24.285699-05,1168.10,175.21,1343.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1787,45,3,FAC-PROV-2026-00001787,2025-07-17 03:10:42.56764-05,1868.72,280.31,2149.03,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1039,45,3,FAC-PROV-2026-00001039,2025-07-20 17:23:16.283136-05,822.56,123.38,945.95,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
631,45,3,FAC-PROV-2026-00000631,2025-01-03 10:16:17.159391-05,2021.48,303.22,2324.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
107,45,3,FAC-PROV-2026-00000107,2024-10-08 09:01:44.261717-05,2796.47,419.47,3215.94,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
6,45,3,FAC-PROV-2026-00000006,2024-01-20 00:11:49.045978-05,918.19,137.73,1055.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1551,45,3,FAC-PROV-2026-00001551,2024-01-06 23:23:52.458821-05,2821.35,423.20,3244.56,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1163,45,3,FAC-PROV-2026-00001163,2026-05-17 11:05:45.852446-05,1328.65,199.30,1527.94,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1148,45,3,FAC-PROV-2026-00001148,2024-07-15 17:43:54.978519-05,1708.25,256.24,1964.49,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1641,45,3,FAC-PROV-2026-00001641,2025-02-13 12:32:53.363448-05,1803.12,270.47,2073.59,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1628,45,3,FAC-PROV-2026-00001628,2025-06-08 23:59:46.152265-05,2784.29,417.64,3201.93,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
363,45,3,FAC-PROV-2026-00000363,2024-01-28 08:02:06.930959-05,1640.45,246.07,1886.52,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1979,45,3,FAC-PROV-2026-00001979,2025-08-31 07:59:51.129374-05,961.45,144.22,1105.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1432,45,3,FAC-PROV-2026-00001432,2024-04-28 13:09:46.547737-05,1752.40,262.86,2015.26,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1650,45,3,FAC-PROV-2026-00001650,2024-05-18 15:32:12.199754-05,1211.63,181.74,1393.38,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
66,45,3,FAC-PROV-2026-00000066,2025-11-24 07:56:13.502682-05,1480.31,222.05,1702.35,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
661,45,3,FAC-PROV-2026-00000661,2024-10-06 10:54:19.680695-05,1272.60,190.89,1463.48,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
512,45,3,FAC-PROV-2026-00000512,2026-04-13 17:18:57.091039-05,2860.47,429.07,3289.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
340,45,3,FAC-PROV-2026-00000340,2026-02-21 23:42:36.776862-05,2690.62,403.59,3094.21,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1653,45,3,FAC-PROV-2026-00001653,2026-03-04 12:52:09.9089-05,2525.69,378.85,2904.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
523,45,3,FAC-PROV-2026-00000523,2026-05-15 12:52:52.2924-05,1504.97,225.75,1730.71,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
356,45,3,FAC-PROV-2026-00000356,2025-05-04 06:26:22.122998-05,1234.50,185.17,1419.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1919,45,3,FAC-PROV-2026-00001919,2025-05-16 20:42:46.304767-05,2535.35,380.30,2915.65,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
458,45,3,FAC-PROV-2026-00000458,2025-11-07 11:26:05.793911-05,2005.47,300.82,2306.29,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1970,45,3,FAC-PROV-2026-00001970,2024-03-20 14:14:43.023946-05,1170.83,175.62,1346.46,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1572,45,3,FAC-PROV-2026-00001572,2024-04-09 13:01:11.747909-05,2138.60,320.79,2459.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
368,45,3,FAC-PROV-2026-00000368,2024-09-25 04:41:10.660125-05,1068.21,160.23,1228.45,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1982,45,3,FAC-PROV-2026-00001982,2025-05-31 12:09:00.703333-05,1385.80,207.87,1593.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1850,45,3,FAC-PROV-2026-00001850,2025-02-16 07:36:44.581467-05,1925.39,288.81,2214.19,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
538,45,3,FAC-PROV-2026-00000538,2024-02-23 13:41:57.10247-05,892.31,133.85,1026.16,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
595,45,3,FAC-PROV-2026-00000595,2025-06-22 01:14:54.627521-05,2196.64,329.50,2526.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
142,45,3,FAC-PROV-2026-00000142,2024-10-16 14:05:39.253217-05,904.98,135.75,1040.72,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
924,45,3,FAC-PROV-2026-00000924,2026-03-03 11:39:51.303788-05,1617.55,242.63,1860.19,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
872,45,3,FAC-PROV-2026-00000872,2026-04-30 08:45:33.575838-05,2227.10,334.07,2561.17,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1140,45,3,FAC-PROV-2026-00001140,2024-12-28 14:17:17.119408-05,1010.91,151.64,1162.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1054,45,3,FAC-PROV-2026-00001054,2024-09-24 05:44:01.404881-05,1672.37,250.86,1923.22,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
792,45,3,FAC-PROV-2026-00000792,2025-06-16 02:03:48.760515-05,2375.87,356.38,2732.25,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1965,45,3,FAC-PROV-2026-00001965,2025-08-25 20:01:21.531099-05,3052.19,457.83,3510.02,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
896,45,3,FAC-PROV-2026-00000896,2025-11-09 11:58:37.735273-05,636.82,95.52,732.34,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
651,45,3,FAC-PROV-2026-00000651,2025-05-24 04:16:06.679248-05,890.20,133.53,1023.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
38,45,3,FAC-PROV-2026-00000038,2026-05-26 07:49:56.162599-05,2553.05,382.96,2936.00,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1005,45,3,FAC-PROV-2026-00001005,2024-09-08 07:18:03.229192-05,2301.75,345.26,2647.02,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
359,45,3,FAC-PROV-2026-00000359,2025-11-23 00:32:23.110429-05,3086.24,462.94,3549.18,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1449,45,3,FAC-PROV-2026-00001449,2024-09-10 04:07:17.213702-05,2877.20,431.58,3308.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1212,45,3,FAC-PROV-2026-00001212,2025-11-30 05:47:11.693993-05,1576.45,236.47,1812.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
217,45,3,FAC-PROV-2026-00000217,2024-10-24 02:20:09.078734-05,648.17,97.23,745.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1332,45,3,FAC-PROV-2026-00001332,2025-07-01 11:24:23.667372-05,1870.96,280.64,2151.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
985,45,3,FAC-PROV-2026-00000985,2025-09-24 06:43:05.003332-05,2219.40,332.91,2552.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1601,45,3,FAC-PROV-2026-00001601,2025-04-14 02:51:23.018451-05,2867.17,430.08,3297.25,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
779,45,3,FAC-PROV-2026-00000779,2024-05-07 09:37:37.772444-05,2243.55,336.53,2580.08,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1737,45,3,FAC-PROV-2026-00001737,2025-01-17 11:03:07.291233-05,2138.29,320.74,2459.04,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1721,45,3,FAC-PROV-2026-00001721,2024-08-09 19:03:42.235505-05,880.11,132.02,1012.12,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1251,45,3,FAC-PROV-2026-00001251,2025-05-06 12:42:14.002906-05,1751.22,262.68,2013.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
931,45,3,FAC-PROV-2026-00000931,2024-09-04 18:05:10.375047-05,2979.99,447.00,3426.99,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1706,45,3,FAC-PROV-2026-00001706,2024-08-06 19:49:49.347953-05,1224.67,183.70,1408.37,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1189,45,3,FAC-PROV-2026-00001189,2025-10-22 23:42:08.662602-05,2974.77,446.22,3420.99,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
718,45,3,FAC-PROV-2026-00000718,2026-04-28 02:26:27.063313-05,1227.96,184.19,1412.15,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1712,45,3,FAC-PROV-2026-00001712,2024-05-28 11:49:17.416414-05,2570.41,385.56,2955.97,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
623,45,3,FAC-PROV-2026-00000623,2024-04-06 01:04:46.524944-05,1117.99,167.70,1285.69,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1654,45,3,FAC-PROV-2026-00001654,2025-12-23 08:18:25.340667-05,1890.23,283.53,2173.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1364,45,3,FAC-PROV-2026-00001364,2025-12-11 18:29:21.634113-05,1275.69,191.35,1467.05,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1991,45,3,FAC-PROV-2026-00001991,2025-07-01 12:13:21.512125-05,2827.00,424.05,3251.05,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1889,45,3,FAC-PROV-2026-00001889,2025-02-16 22:41:09.431363-05,1944.59,291.69,2236.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
229,45,3,FAC-PROV-2026-00000229,2026-03-10 23:04:12.101069-05,1916.55,287.48,2204.03,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1112,45,3,FAC-PROV-2026-00001112,2024-04-03 07:18:48.851825-05,1239.90,185.99,1425.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
559,45,3,FAC-PROV-2026-00000559,2025-05-02 02:33:29.890417-05,1990.37,298.55,2288.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
788,45,3,FAC-PROV-2026-00000788,2025-02-01 15:16:11.904406-05,2067.63,310.14,2377.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
304,45,3,FAC-PROV-2026-00000304,2025-07-05 09:03:35.21203-05,2447.95,367.19,2815.14,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1971,45,3,FAC-PROV-2026-00001971,2024-02-02 13:24:40.659425-05,1522.21,228.33,1750.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
52,45,3,FAC-PROV-2026-00000052,2025-09-14 03:26:44.822363-05,1944.40,291.66,2236.06,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
633,45,3,FAC-PROV-2026-00000633,2025-03-13 22:29:21.212088-05,963.99,144.60,1108.59,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
