id_factura,numero_factura,fecha_emision,id_cliente,id_metodo_pago,id_sucursal,subtotal_neto,total_descuento,total_impuesto,total_pagar,creado_en,modificado_en,creado_por,modificado_por
1459,FAC-00001459,2025-01-11 11:27:20.932933-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1460,FAC-00001460,2025-06-22 09:53:07.921916-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1461,FAC-00001461,2026-01-18 20:10:55.071051-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1462,FAC-00001462,2025-07-17 14:26:47.188858-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1463,FAC-00001463,2025-09-25 00:54:45.342641-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1464,FAC-00001464,2024-01-29 07:03:26.718942-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1465,FAC-00001465,2025-07-31 20:51:58.943746-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1466,FAC-00001466,2025-07-05 14:13:46.905772-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1467,FAC-00001467,2026-01-29 13:35:05.594399-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1468,FAC-00001468,2024-12-20 16:11:48.000499-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1469,FAC-00001469,2025-11-27 19:12:20.832569-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1470,FAC-00001470,2026-04-19 02:31:26.624438-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1471,FAC-00001471,2025-08-30 20:38:47.910392-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1472,FAC-00001472,2026-07-15 03:21:39.481379-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1473,FAC-00001473,2025-09-27 10:13:14.124162-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1474,FAC-00001474,2024-09-11 02:22:53.582534-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1475,FAC-00001475,2024-05-24 07:19:15.969856-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1476,FAC-00001476,2024-09-04 01:25:22.169915-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1477,FAC-00001477,2025-10-01 10:25:43.668444-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1478,FAC-00001478,2026-03-07 06:05:58.018878-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1479,FAC-00001479,2024-11-24 17:27:44.008766-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1480,FAC-00001480,2024-11-27 20:32:10.983066-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1481,FAC-00001481,2025-03-15 10:45:59.793121-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1482,FAC-00001482,2026-05-23 23:26:04.009808-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1483,FAC-00001483,2024-11-29 13:38:53.583071-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1484,FAC-00001484,2026-01-26 20:44:23.94723-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1485,FAC-00001485,2024-05-11 01:49:11.732473-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1486,FAC-00001486,2024-05-03 22:00:21.733943-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1487,FAC-00001487,2025-03-01 07:03:27.497357-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1488,FAC-00001488,2024-07-23 21:02:08.722495-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1489,FAC-00001489,2024-01-22 11:11:19.571565-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1490,FAC-00001490,2024-03-23 11:47:53.173245-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1491,FAC-00001491,2024-04-22 08:46:34.589049-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1492,FAC-00001492,2025-09-09 18:49:02.900266-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1493,FAC-00001493,2024-04-16 22:34:20.777435-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1494,FAC-00001494,2025-07-02 08:51:56.027926-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1495,FAC-00001495,2024-09-10 12:15:15.181594-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1496,FAC-00001496,2025-04-22 02:50:06.446901-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1497,FAC-00001497,2025-09-13 23:35:21.310034-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1498,FAC-00001498,2024-08-19 09:42:39.759261-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1499,FAC-00001499,2025-04-10 12:44:53.862504-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1500,FAC-00001500,2025-12-11 10:25:20.276534-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1501,FAC-00001501,2025-10-10 15:22:07.46619-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1502,FAC-00001502,2024-09-19 17:54:25.245786-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1503,FAC-00001503,2024-07-18 13:37:49.845092-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1504,FAC-00001504,2024-02-02 07:13:51.903197-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1505,FAC-00001505,2026-01-25 06:13:28.286623-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1506,FAC-00001506,2025-02-11 12:08:02.16568-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1507,FAC-00001507,2025-04-16 22:01:56.510829-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1508,FAC-00001508,2024-01-28 21:08:11.701068-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1509,FAC-00001509,2024-09-08 09:33:17.31565-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1510,FAC-00001510,2025-09-07 18:03:51.700326-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1511,FAC-00001511,2026-05-01 09:14:58.707937-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1512,FAC-00001512,2025-08-07 13:15:22.644597-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1513,FAC-00001513,2024-11-08 05:07:10.194623-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1514,FAC-00001514,2026-01-07 22:37:47.491194-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1515,FAC-00001515,2025-04-24 04:55:03.965537-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1516,FAC-00001516,2024-07-19 07:34:09.089615-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1517,FAC-00001517,2024-10-30 05:49:28.932865-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1518,FAC-00001518,2026-05-06 22:39:04.747162-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1519,FAC-00001519,2026-05-22 06:04:00.423346-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1520,FAC-00001520,2026-05-14 01:30:12.729757-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1521,FAC-00001521,2024-02-08 04:43:44.384056-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1522,FAC-00001522,2024-11-01 23:11:22.263104-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1523,FAC-00001523,2025-09-21 02:40:53.166323-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1524,FAC-00001524,2024-12-13 18:59:23.884766-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1525,FAC-00001525,2024-01-28 21:26:42.512937-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1526,FAC-00001526,2026-03-08 22:42:28.365904-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1527,FAC-00001527,2025-12-30 13:10:03.113215-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1528,FAC-00001528,2025-01-06 00:59:14.091569-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1529,FAC-00001529,2026-03-31 12:14:52.055998-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1530,FAC-00001530,2026-01-21 23:40:04.022829-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1531,FAC-00001531,2024-10-30 17:19:03.44738-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1532,FAC-00001532,2025-04-28 09:13:59.033449-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1533,FAC-00001533,2026-07-01 12:05:34.307109-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1534,FAC-00001534,2024-06-04 02:45:15.07213-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1535,FAC-00001535,2025-12-22 13:01:04.437774-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1536,FAC-00001536,2024-06-25 21:44:24.555138-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1537,FAC-00001537,2026-07-03 19:15:49.829688-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1538,FAC-00001538,2024-04-08 11:02:04.820084-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1539,FAC-00001539,2024-09-05 18:06:56.465849-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1540,FAC-00001540,2026-06-11 05:35:00.402704-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1541,FAC-00001541,2024-04-02 06:57:28.590961-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1542,FAC-00001542,2024-02-07 06:19:34.300054-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1543,FAC-00001543,2025-05-23 06:44:54.114773-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1544,FAC-00001544,2025-02-20 04:55:35.622178-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1545,FAC-00001545,2024-09-21 14:51:33.761342-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1546,FAC-00001546,2026-05-15 17:54:38.13421-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1547,FAC-00001547,2024-06-16 03:56:25.334823-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1548,FAC-00001548,2025-12-23 05:09:13.492654-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1549,FAC-00001549,2025-04-11 16:17:52.94155-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1550,FAC-00001550,2025-02-16 11:23:08.403962-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1551,FAC-00001551,2025-06-12 22:32:01.531865-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1552,FAC-00001552,2025-03-26 20:07:31.971054-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1553,FAC-00001553,2024-08-13 04:50:43.363765-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1554,FAC-00001554,2025-09-17 08:12:07.797288-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1555,FAC-00001555,2025-11-01 11:28:10.603156-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1556,FAC-00001556,2024-07-22 03:21:09.435082-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1557,FAC-00001557,2026-03-29 16:09:00.163356-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1558,FAC-00001558,2024-06-17 06:25:30.562888-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1559,FAC-00001559,2025-09-22 22:00:03.632998-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1560,FAC-00001560,2026-03-12 23:27:34.659797-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1561,FAC-00001561,2025-02-27 20:13:13.456815-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1562,FAC-00001562,2024-10-17 22:43:09.186455-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1563,FAC-00001563,2024-05-17 23:15:40.527795-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1564,FAC-00001564,2025-07-12 04:28:22.370794-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1565,FAC-00001565,2024-05-24 07:26:25.530093-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1566,FAC-00001566,2025-02-11 22:38:51.264541-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1567,FAC-00001567,2025-01-23 16:22:57.975595-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1568,FAC-00001568,2025-01-11 17:02:07.139972-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1569,FAC-00001569,2024-03-12 22:00:38.967763-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1570,FAC-00001570,2025-02-08 14:23:01.507115-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1571,FAC-00001571,2025-08-15 14:41:03.804792-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1572,FAC-00001572,2024-09-24 15:25:34.910944-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1573,FAC-00001573,2024-09-09 02:34:19.315398-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1574,FAC-00001574,2024-09-27 05:35:34.42672-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1575,FAC-00001575,2024-04-28 20:27:34.988205-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1576,FAC-00001576,2026-05-17 17:12:09.133281-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1577,FAC-00001577,2025-05-16 03:25:45.956077-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1578,FAC-00001578,2026-06-05 15:35:59.915037-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1579,FAC-00001579,2026-04-07 00:57:55.255174-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1580,FAC-00001580,2024-07-18 19:08:50.444356-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1581,FAC-00001581,2024-08-06 23:19:46.403922-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1582,FAC-00001582,2026-01-30 14:31:39.201648-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1583,FAC-00001583,2025-01-19 18:28:51.682002-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1584,FAC-00001584,2024-01-31 02:59:40.869715-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1585,FAC-00001585,2026-01-22 00:53:34.128528-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1586,FAC-00001586,2024-10-28 06:27:33.391547-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1587,FAC-00001587,2024-07-16 03:11:49.612089-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1588,FAC-00001588,2025-06-01 15:44:29.562449-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1589,FAC-00001589,2026-04-15 06:12:07.111297-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1590,FAC-00001590,2025-09-10 06:24:39.709179-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1591,FAC-00001591,2026-04-20 08:26:40.338886-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1592,FAC-00001592,2026-02-24 18:26:36.577676-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1593,FAC-00001593,2025-08-26 00:20:40.62312-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1594,FAC-00001594,2026-01-30 07:44:15.743292-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1595,FAC-00001595,2024-11-02 12:08:33.014818-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1596,FAC-00001596,2024-05-31 12:34:38.051568-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1597,FAC-00001597,2024-03-05 21:15:46.199734-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1598,FAC-00001598,2024-05-28 14:25:26.960493-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1599,FAC-00001599,2025-03-13 14:49:53.399531-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1600,FAC-00001600,2024-07-09 08:07:43.765839-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1601,FAC-00001601,2025-03-16 14:39:50.705979-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1602,FAC-00001602,2024-08-08 09:10:36.261727-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1603,FAC-00001603,2025-07-05 11:34:48.360853-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1604,FAC-00001604,2025-02-18 03:33:48.997979-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1605,FAC-00001605,2024-05-07 06:59:20.257443-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1606,FAC-00001606,2026-02-20 11:09:38.226881-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1607,FAC-00001607,2025-01-05 19:54:34.724846-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1608,FAC-00001608,2025-07-16 13:47:26.238269-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1609,FAC-00001609,2025-03-20 23:20:58.089336-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
1610,FAC-00001610,2026-03-09 04:23:35.113604-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
