id_producto_promocion,id_producto,id_promocion,activo,creado_en,modificado_en,creado_por,modificado_por
296,334,6,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
297,335,4,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
298,335,5,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
299,336,6,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
300,340,1,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
301,340,2,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
302,341,2,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
303,343,6,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
304,344,2,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
305,345,3,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
306,347,2,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
307,347,6,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
308,351,2,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
309,351,3,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
310,351,6,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
311,353,3,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
312,353,6,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
313,356,6,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
314,358,2,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
315,358,4,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
316,361,6,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
317,362,3,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
318,367,4,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
319,368,2,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
320,368,3,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
321,368,6,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
322,369,1,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
323,369,3,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
324,370,4,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
